strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,n_days,trades_per_year
Statistical Arbitrage,-0.6298115332297445,-0.14073657232204873,0.03132021916368034,-4.493473420047141,-0.6298115332297445,0.054512416717141125,1651,0
